b1	b2	bw1	bw2	e1	e2	ew1	ew2	first1	first2	gid1	gid2	id1	id2	len1	len2	matches	s1	s2	score	seq1	seq2	tok1	tok2	uid1	uid2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
1125	9	211	1	1601	516	300	96	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms69	Kraken210622021802-ara1.inProgress.ms144	1601	1563	427	بها التاييدات الالهية ولذلك قلنا ان الطرف الاعلي ينعطف علي الطرف الادني حتي ينقله لليه يوما ----وكذلك قلنا ان الاشياء كلها مما دون ذلك القمر و من--- الاقل الي دون الاثم-------- الاكل و-ليس ذلك بكاءن في العالم الاعلي ومثله اذا كان ذلك بدا في اول الامر بلا-زمان وما دون ذلك القمر بترتيبه يتلو بعضه بعضا وكما ترتب العالم العلوي -دارت افلاکه و------------------------------اشرق الوجه الثاني المزيد من الحد الاول بالكمال والتمام والنور العام وكانت المنازل به وله ثلاثة من فوقه وثلاثة من تحته واستقام النظام وتم التنام ولم يكن ما	بها التاييدات الا-هية فلذلك قلنا ان الطرف الاعلي ينعطف علي الطرف الادني حتي يرفعه اليه يوما ما و لذلك قلنا ان الاشياء كلها مما دون فلك القمر تبدا من الاقل الا-دون الي الي الاتم الاكمل فليس ذلك بكاءن في العالم الاعلي -مثله اذا كان---- بدا باو--- الامر بلا زمان وما دون فلك القمر -ترتب-- يتلو بعضه بعضا ولما ترتب العالم العلوي ودارت افلاكه واشرقت كواكبه واستنارت افلاكه واشرق الوجه ال-اول المءيد من الحد الاول بالكمال -الت-ام والنور العام وكانت المنازل له وبه ثلاثة من فوقه وثلاثة من تحته واستقام النظام وتم التمام -لم يكن ما	750.0	69	144	300	300	-5214447441203507365	9157337515508176105	343	524	81.4885482788086	59	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
1	516	0	96	865	1478	166	287	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms70	Kraken210622021802-ara1.inProgress.ms144	1607	1563	724	دونه كاءنا لكونه ولو كان كذلك- لم تكن بينهما---- مخالفة في جميع الاحوال ف--الب---رهان ما يكون بلا زمان فهو مكون لما دونه بالز--مان وبه يكون ال------امر الابداعي ايضا اولا ثم يكون منه الامر في-كون--- ما دونه فلذلك قال الله سبحانه وتعالي قالمدبرات امراه يعني انها امر من اموره سبحانه وتعالي وسحر كة كل ذلك هو الزمان المنكون -به ما دونه ولا تزال كذلك حتي تكون الارض اخر المكونات ثم كذلك ما بدا منها وليس الي---- معرفة وصف الزمان الكاءنة عنه الاشياء العالية بعضها عن بعض سبیل کوصف ما يكون بالزمان مما دون ذلك القمر وانما----- ذلك كمثل ما يقال فلك زحل فوق فلك المشتري و--------هذا فوق فلك المر-----------------------------------------------------------------------------يخ وجدنا ان السبق للاعلي والتخلف للادني ووجدنا السابق فيها دون فلك القمر انما هو بالزمان -سبق--- ما دونه فلذلك قلنا ان حركة السابق تتكون------------------------------ ما هو اعلي منه ولذلك قال بعض الفلاسفة------ في دعاءه ومناجاته الباريه يا دهر الداهرین و قال الرسول الحكيم ولا تسبوا الدهر نانه الله--------- فاعرفه وتليز----------ه تفز بال---دنيا والدين ان شاء الله تعالي الفصل	دونه كاءن- ككونه ولو كان ككونه لم تكن بينه وبينت مخالفة في جميع --احواله فبالبرهان ان ما يكون بلا زمان -هو مكون لما دونه من الزمان وبه يكون اتصال الامر الابداعي----- اولا ثم يكون منه الامر ويتكون به ما دونه ولذلك قال الله سبحانه ف-------المدبرات امراه يع-ي انها ----من ام-ره سبحانه وحر---------كة كل فلك هو الزمان المتكون فيه ما دونه فلا يزال كذلك حتي تكون الارض اخر المكونات ثم كذلك ما بدا منها وليس الي وصف معرفة---- الزمان الكاءنة فيه الاشياء العالية بعضها عن بعض سبيل كوصف ما يكون بالزمان مما دون فلك القمر وانما يقال ذلك -مثل ما يقال فلك زحل فوق فلك المشتري وفلك المشتري فوق فلك المريخ ولما طلبنا العلم كيف صار فلك زحل فوق فلك المشتري وفلك المشتري فوق فلك المريخ وجدنا ان السبق للاعلي والتخلف للادني فوجدنا السابق فيها دون فلك القمر انما هو بالزمان يسبق به من دونه فلذلك ق-نا ان------------------ ما هو علا الزمان الذي يكون به ما دو-------نه ولذلك قال بعض الفلاسفة افيين في دعايه ومناجاته -لباريه يا دهر الداهرين و-قال النيي ص لا تذم-------وا الدهر فان- الله هو الدهر فاعرف ذلك يا اخي وتدبره تفز دينا ودنيا------- ان شاء الله تعالي --فصل	1177.5	70	144	300	300	8079684821323520098	9157337515508176105	576	1043	69.41514587402344	107	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
930	24	178	4	1607	658	300	117	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms70	Kraken210622021802-ara1.inProgress.ms145	1607	1654	577	كان الشهر الخامس من---- مسقط للنطفة وسارت الشمس الي البرج الخامس المسمي بيت الولد الموافقة طبيعته للبرج الذي كانت فيه يوم مسقط النطفة وصار التدبير الزهرة------------- صاحبة النقش والتصوير واستولت علي الخلقة قوی روحانياتها استتمت الخلقة واستكملت البنية والنشوء وظهرت صورة الاعضاء واستبانت تقاطيع الصورة وبان الوجه بجميع ما فيه وهي يد الله سبحانه وتعالي المصورة التي قال عنها هو الذي صور گم---- في الارحام كيف يشاء و كذلك قا-------ل عن ادم عليه السلام انه خلقه بيده لقوله سبحانه ما منعك ان تجد لما خلقت بيدي و هو الملك الموحي اليه بامره ما يشاء من تصوير الخلقة وتتميم البنية وتنبت من الملاءكة وجنود الله فيعطي الصور- والنفوس كما تنبت القوة من القلب الي اليد---- فتظهر منها النقوش و التصاویر والخطوط والاشكال -حسب	كان الشهر الخامس من يوم مسقط النطفة وسارت الشمس الي البرج الخامس المسمي بيت الولد الموافق- طبيعته للبرج الذي كانت فيه يوم مسقط النطفة وصار التدبير للزهرة السعد الاصغر صاحب -النقش والتصوير واستولت علي الخلقة قوي روحانيايها استتمت الخلقة واستكملت البنية والنشوء وظهرت صورة الاعضاء واستبان- ت-خطيط الصورة وبان الوجه بجميع ما فيه وهي يد الله سبحانه------- المصورة ال-ي قال عنها هو الذي و و صوركمء في الارحام كيف يشاء ول-ذلك قال عز وجل عن اد------------م انه خلقه بيده وه-------------------------------------------و الملك الموحي اليه بامره ما يشاء من تصوير الحلقة وتتميم البنية وتنبث منه -ملاءكة وجنود -لله فيعطي الصورة والنقوش كما تنبت م------ن القلب الي اليد قوة فتظهر منها النقوش و-التصاوير والخطوط والاشكال بحسب	1023.0	70	145	300	300	8079684821323520098	362435018436262358	473	711	81.15330505371094	80	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
1	658	0	117	321	1000	61	182	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms71	Kraken210622021802-ara1.inProgress.ms145	1751	1654	262	ما فيها من القوي وكل---- بامر الله عز وجل فافهم ذلك ايها الاخ لسلك تفوز بمعرفة روحانية- هذه اليد وهي النعمة الشاملة لجميع خلقه لع-لك تكتسب منها صورة حسنة جميلة ونفسة زكية ويكون ذلك زينة في دار المعاد بلغك الله ذلك وجميع اخواننا بمنه وكرمه ان شاء الله تعالي الفصل الثاني والخمسون--------------------- اعلم ايها الاخ البار------- ايدك الله وايانا بروح منه	ما فيها من القوي وكل ذلك بامر الله عز وجل فافهم ذلك ايها الاخ لعلك تفوز بمعرفة روحانيات هذه اليد وهي النعمة الشاملة لجميع خلقه ولعلك تكتسب منها صورة حسنة جميلة ونقشا ------------لك زينة في دار المعاد بلغك الله ذلك وجميع اخواننا بمنه ولطفه فصل في معرفة الولادة الروحانية الي بها الوصول الي دار البقاء اعلم ايها الاخ البار الرحيم ايدك الله وايانا بروح منه	456.5	71	145	300	300	-4780641551563190406	362435018436262358	207	354	74.01129913330078	46	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
11	643	2	107	831	1667	142	285	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms36	Kraken210622021802-ara1.inProgress.ms146	1774	1767	745	ايدك الله وايانا بروح منه ان الاب والام في الروحانية- هما نیرا الليل والنهار فنفسك المتحركة الحساسة كاءنة في الج-سد من القوة الكاءنة بالامر المتحده بالامر الثاني-------- بالقوة المنبعثة من --الوجه الناطق بالامر الجزءي المتحرك كحركة اللہ کر لتبدو منه بالشوق النطفة الكاءن منها الجسم و-------كذلك الابوان العلويان تحدث من الاول صورة نورانية قوية منبثة من نوره متصلة بالبرودة وحدث من الثاني ------بامتزاجهما واتصالهما وتكون النفس متصلة بالجسد وتكون الولادة والظهور من حد القوة الي حد الفعل من بين --ابوين ذكرا وانی في--كون مشاكلا لما بدا منه فاذا ظهر وهو كامل البنية مستقيم الخلقة تام الصورة -سلماه ايضا والداه الجسمانيان اللذان ولدا جسمه الي والدين روحانيين بالفعل فيخرجاه بالتعليم من حد القوة الي حد الفعل ليظهرا ما يكون في نفسه-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- اذا القيت في طريق التع-ليم واكتسبت منه عقلا تحسبا ما هو مقدر له و----يدرس الكتب الالهية والتنزيلات السماوية ---والتاييدات النبوية	ايدك الله وايانا بروح منه ان الاب والام في الروحانيات هما اية- الليل والنهار فنفسك المتحركة الحساسة كاءنة في الجحسد من القوة الكاءنة بالامر المتحد- بال-حد للتاني المتحرك بالقوة المنبعثة منه بالوجه الناطق بالامر الجزءي امت-حرك كحركة الذك--ر لتبدو منه بالشوق النطفة الكاءن منها --جسم الانسان كذلك الابوان العلويان تحدث من الاول حرار-------ة قوية منبثة من نوره متصلة ب--بروده تحدث من الام التاني فبامتزاجهما واتصالهما -تكون النفس متصلة بالجسد وتكون الولادة والظهور من--- القوة الي ال---فعل من بين الابوين ذكر- واني حي يكون مشاكلا لما بدا منه فاذا ظهر وهو كامل البنية مستقيم الخلقة تام الصورة يسلم-ه ايضا والداه الجسمانيان اللذان ولدا جسمه الي والدين روحانيين بالفعل ليخرجا- بالتعليم من حد القوة الي حد الفعل فيظهر- ما يكون في نفسه كما قال ارسطوطاليس الاهي لما تمت حيلته غر الملك الذي اراد خراب بلده لما شكره الناس ودعوا لوالديه اعي اباه وم قال ليس هذان ابواي علي الحقيقة انما ابي افلاطون الذي ولد عقلي وعلمي الحقيقة فله يجب الدعاء اذا القيت في طريق التعاليم واكتسيت منه عق-ت بحسب ال-----مقدر له وبما يدرس الكتب الالهية والتنزيلات السماوية ذات التاويلات التبوية	1291.5	36	146	300	300	-8858782964437253641	4628217156328928331	614	1058	70.41587829589844	101	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
933	1	157	0	1372	507	233	87	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms36	Kraken210622021802-ara1.inProgress.ms147	1774	1669	373	والاراء الفلسفية -منزلة الاب وعندءذ يعود الخلق الي اوله وهو علي غاية الكمال ونهاية التام------------------------------ فابواه في البداية الشمس والقمر وابواه في ولادة الدنيا -------الذكر والانثي وابواه عند خروجه الي دار الاخرة معلم حميد واستاذ رشيد---- يعمل في --شراءع --نبونه و--صناءع --فلسفته فبهذه الولادة يكون التمام والبلوغ الي درجة الكمال ولذلك قال المسيح عليه السلام من لا يولله الولادتين ويرضع الرضاعتين لم ير ملكوت السموات---------------------------------------------------------------- فاعلم ذلك ايها الاخ وتدبير ه فعساك ترقي الي درجات الابرار	والاراء الفلسغية عمنزلة الاب ف------يعود الخلق الي اوله وهو علي غاية الكمال ونهاية التسم والجمال اذا استكمل هذه الحصال فابواه في البداية الشمس والقمر وابواه في ولادة الدنيا الاني والذكر واب--------واه عند خروجه الي دار الاخرة معلم حميد واستاذ رشيد ممن يعمل في الشراءع النبوية والصناءع الفلسفية فبهذه الولادة يكون التمام والبلوغ الي درجة الكمال وكذلك قال المسيح------------ من لم يو-لد الولاد----------------تين لم ير ملكوت السماء فللنفس ولادتان واياهما عني المسيح وللجسم ولادة واحدة ولا ذكر لها فاعلم ذلك ايها الاخ وتدبره ---عساك ترقي اني درجة -الابرار	627.5	36	147	300	300	-8858782964437253641	6753847683444474868	305	553	67.45027160644531	48	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
734	1239	137	210	1174	1762	218	300	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms57	Kraken210622021802-ara1.inProgress.ms148	1627	1762	377	ان صورة الانسان هي افضل الصور التي تحت فلك القمر واولاها بعبادة الله عز عز وجل ومعرفته والارتقاء الي عالم السموات بعد ال------------------------------------------------ممات وان صورة الانسان خليفة الله في ارضه وهي- متوسطة بين الحالتين نازلة في منزلة بين منزلتين فهو بسيط بروحه الروحانية الحي-ة العلامة بالطبع مر کب------------------------------------------------------------------- بجسمه فطبيعة جسمه اصفي الطباءع الارضية والهيوني الطبيعية و كذلك مادته وغذاءه --ملاءم لطبيعته وانه مني عدل عما هو له من الغذاء الذي يكون له اصلح وبه اليق واليه اقرب كان سبب فساده	ان صورة الانسان--- افضل الصور ال-ي تحت فلك القمر واولاها بعبادة مه تعالي------ ومعرفته والارتقاء الي عالم السموات بعد الممات اعلم ايها الاخ الفاضل ايدك الله وايانا بروح منه -ان صورة الانسان خليفة الله خلفها سبحانه متوسطة بين الحالتين نا---------زلة بين منزلتين فهو -سيط بروحه الروحانية الحسية العلامة بالطبع مركب الجسم فهو بين البسيط والمركب قايل للحياة بروحه الروحانية قابل للموت بجسمه فطبيعة جسمه اصفي الطباءع الارضية والهيولي الطبيعية و-كذلك مادته وغذاءه الملاءم لطبيعته وانه م-ي عدل عما هو له من الغذاء------------- اصلح وبه اليق واليه اقرب كان سبب فساده	659.5	57	148	300	300	70075989936122281	-5479124141664139329	309	559	67.44186401367188	53	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
1409	1341	241	230	1774	1742	300	296	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms36	Kraken210622021802-ara1.inProgress.ms150	1774	1764	310	الباري سبح--------------------انه وتعالي واحد لا كواحد الاعداد جل تعالي عن --تشبيه -الازواج والافراد فلما كان سبحانه هو الواحد الذي لا-يوصف بالة جسمانية ولا يسبق اليه خواطر روحانية وكان الاول کالاثنين والنفس كالثلاثة والهيولي الاولي كالاربعة والطبيعة الخ-مسة والجسم كالستة والفلك كالسبعة والاركان كالثمانية والمتولدات كالتسعة ووجه اخر في ان نسبة النفس من الع----------------------------------------------------قل كنسبة ضوء القمر من نور الشمس	الباري سبحانه كواحد لاعداد سبحانه وتع-------------------------------الي عن التشبيه والازواج والافراد فلما كان سبحانه هو الواحد الذي لا يوصف بالة حساب-ية ولا تسبق اليه خواطر -وحانية وكان العقل كالاثنين والنفس كالثلاثة والهيولي الاولي كالاربعة والطبيعة كالحمسة والجسم كالستة والفلك كالسبعة والاركان كالثمانية والم-ولدات كالتسعة ووجه اخر--- ان نسبة العقل من الباري عز وجل كنسبة نور الشمس من الشمس ونسية تتس من العقل كنسبة ضوء القمر من---- الشمس	554.5	36	150	300	300	-8858782964437253641	-2595844612421194887	259	442	70.13574981689453	37	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
35	1	6	0	1578	1525	300	294	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms37	Kraken210622021802-ara1.inProgress.ms151	1578	1551	1214	كنسبة---- العقل من الباري ---------اذا امتلا نوره حاکی -------------نورها وتاويل ذلك ان نوره فاض علي الكواكب وكذلك النفس اذا قبلت الفيض العقلي و استتمت فضاءلها كانت افعالها كالعق------ل وانما تستتم فضاءلها اذا هي اعتبرت احوال عالمها التي هي الصورة الانسانية لان الله عز وجل خلق الانسان في احسن تقويم ثم صوره في احسن صورة وجعل صورته مر-ة لنفسه ليتبين ف---يها صورة العالم الكبير وما هو مكتوب في اللوح المبين واعلم ايها الا ان الله عز وجل----------------------------------------------------------- لما اراد ان يطلع النفس الانسانية علي خزاءن علوم-- ما كت-ب في لوحه ويشهدها العالم كله باسره فك-ان ملکه واسعة و كرسيه محيطة بالخلق- وان النف-س الجزءية لا تحيط بواسع ما خلقه وتعجز عن قراءة ما كتب--------ه وان الجزءي لا محيط بالكلي الا بقدر ما في وسعه وطاقته فاقتصد لها عالمة صغيرة خلقه محكمته واتقنه ب--صنعته وصور فيه جميع ما في العالم الكبير و-اشهدها اياه قوله تعالي ع---------لي انفسهم الست بربکم قالوا بلي فمن عرف منهم خالقه واقر بتوحيد مبدعه وقرا في كتاب ربه الذي كتبه بيده واحسن -قراءته وتدبر اياته صحت-شهادنه وكلت- عبادته وسارع الي عبادة ربه اذا دعاه ولباه واذا ناجاه ك-انت شهادته حقا وقوله صدقة و من كان جاهلا بما خلق له عاجزة عما اهل له منهمكة فيها لم ي----وجد من------------ اللذات الطبيعية والشهواته الجسمانية التي لم تخلق له الا لياخذ منها بقدر ما تحتاج اليه-------- غناء لجسمه و سادة لبقاء شخصه حتي -تكمل نفسه فضاءلها و تتامل خلقة باريها من عجاءب مصنوعاته و غراءب مخلوقاته فيشهد له بالوحدانية ومن شهد بغير معرفة ردت شهادته عليه ولم تصح عبادته ك-ذلك قال الله عز وجل الا من شهد بالحق وهم يعلمون وقال وهل يستوي الذين يعلمون والذين لايعلمون وقال انما ي-خشي الله من عباده العلماء وقال وشهد الله ان- لا اله الا هو والملاءك-ة واوتوا العلم قاء-ما بالقسط واعلم ان استفتاح جميع العلوم--- معرفة الانسان نفسه	كنسبة نور الشمس منها وكما ان القمر اذا امتلا من نور الشمس حاكي نوره نورها كذ------------------------------------لك النفس اذا قبلت --فيض العقل و--استتمت ضياءه-ا كانت افعالها وافعال العقل وانما تس-تم فضيلتها اذا هي اعتبرت احوال عالمها----- هي --صورة الانسانية لان الله عز وجل خلق الانسان في احسن تقويم و--صوره -ي اكمل صورة وجعل صورته مراة لنفسه ليتبين له فيها صورة العالم -لكبير وما هو مكنون في اللوح الميين فصل في معرفة العابد لله بعلم والجاهل بذلك واعلم يا اخي ايدك الله وايانا بروح منه ان الله لما اراد ان يطلع النفس الانسانية علي خزاءن علومه وما كتيه في لوحه ويشهدها العالم---- باسره وتمان ملكه واسعا و-كرسيه محيطا بالحلقة وان النفوس الجزءبة لا تحيط بو-سع ما خلقه وتعجز عن قراءة من كتبه في لوحه وان الجزء- لا يحيط بالكل -الا بقدر ما في سعته وط-قته اختصر- لها عالما صغيرا------------ واتقته في صنعته وصور فيه جميع با -ي -نعالم الكبير و اشهدها اياه فقال تعالي واشهد هم علي انفسهم انست بربكم قالوا بلي فمن عرف منهم خالقه وامر بتوحيد-----ه وقرا--- كتاب ربه ز--ي كتبه بيده واحسن تقراءته -تدبر اياته صحت ثيادته رعلتب عبادته وسارع الي اجابة ربه اذا دعاه ولباه -اذا ناجاه فكانت شهت--- حقا وقوله صدقا و-من كان جاهلا بما خلق له عاجزا عما اهل له منهمكا فيما لم يكن اوجد له ومن اجله من اللذات الطبيعية والشهوت الح--سمانية ال-ي لم تخلق له الا لياخذ منها بقدر ما يحتاج اليه ويكون ب غذاء للسمه وم-ادة ليقاء شخصه حي تستكمل نفسه فضاءلها وتتم--- خلقة رب--ها من عجاءب مصنوعاته و-غراءب محلوقاته وتشهد له بالوحداني-------------------ة ردت شهادت-----ه ولم تصح عبادته ولذلك قال الله تعالي -الا من شهد بالحق وهم يعلمون وق--------------------------------------------ال انما يتخشي الله من عباد ا-لعلماء وقال شهيد الله انه لا اله الا هو والملاءكتة واون ا--لعلم قاءيما بالقسط واعلم ان استفتاح جميع العلوم في معرفة الانس-- نفسه	1953.0	37	151	300	300	893126160471286440	-1890314630925723656	970	1701	71.36978149414062	154	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
14	14	2	2	734	738	131	131	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms38	Kraken210622021802-ara1.inProgress.ms152	1678	1625	623	تكون علي ثلاث جهات احدها ان يعتبر احوال جسده وتر کیب بنيته وما يتعلق به من الصفات خلوة من النفس والثاني اعتبار-- حالتيهما جميعا مقترنين احدهما بصاحبه وما ينسب الي الجملة من الصفات والثاني اعتبار حال انفراد النفس من الجسد وكونها مجردها مقارنة لما كسبت ومحاورة لما عملت ثم- اعلم ايها الاخ-------------------------------- ان الله عز وحل جعل---ی في تركيب الانسان امثلة واشارات الي تركيب الانبلاء وابراجها والسموات واطباقها وجعل سريان قوي نفسه في كل مفصل من جسده واختلاف اعضاءه کسريان قوی نفوس الملاءكة في اطباق السموات واقصي الافلاك وقوي اجناس الجن والشياطين والانس في الهواء والا فاق والارض من اعلي عليين الي اسفل سافلين وهم جملة ما هو محموع فيها من كل شء امثلة واشارات الي انه الصورة التامة والصنعة المتقنة قاءمة----- بالحكمة والصراط ال-----ممدود بين الجنة والنار الفصل	تكون علي ثلاث جهات احداه ان يعتبر احوال جسده وتركي-ب بنيته وما يتعلق به من الصفات خلوا م- النفس والاخري ان يعتبر حالتيهما جميعا مق-رنين احدهما بصاحبه وم- ينسب الي الجملة من الصفات والثالث------- حال انفراد النفس من الجسد وكوم-- مجردها مقارنة لما كسبت ومجاورة لما عملت فصل اعلم ايها الاخ البار الرحيم ايدك الله بروح منه ان الله عز وجل جعل كترتيب تركيب الانسان امثلة واشارات الافلاك----------- وابراجها والسموات وطبقاتها وجعل سريان قوي نفسه في مفاصل جس-----ده واختلاف اعضاءه كسريان قوي نفوس الملاءكة في اطباق السموات وفضاء الافلاك وقوي اجناس الجن والشياطين والانس في الهواء وا---فاق -الارض من اعلي عليين الي اسفل سافلين فهو جملة مج------موع فيها من كل شء امثلة واشارات الي انه الصورة التامة والصنعة المتقنة قاءم كالحظ بالحكمة ---صراط مستقيم ممدود بين الحنة والنار --فصل	1095.5	38	152	300	300	505335263777523548	-8634592473145302708	505	768	81.11978912353516	92	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
575	1108	96	203	1073	1618	190	299	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms53	Kraken210622021802-ara1.inProgress.ms152	1680	1625	427	ان الله سبحانه وتعالي جعل الجسد نسبة لتركيب الافلاك بالكمية والكيفية جميعا لان الافلاك سبع طبقات والانسان مجموع من سبع- جواهر مماثلة-- وهي العظام والمخ فيها وفي المخ قوة العصب----------------- والعروق فيها قوة النبض وسريان الدم واللحم والجلد والشعر والظفر و كل جوهر منها يزيد وينمو ويخلف عوض ما بل--ي منه و--دامت الروح سارية فيه والغذاء والماء- متصلان به وكل قوة تعمل في كل عضو خلاف ما تعمله قوة اخري في عضو اخر ليكون به تماسك اجزاءه واستواء بقاءه كذل-ك في كل ذلك من الافلاك ملاءكة الله سبحانه وجنوده لا يعلم عدده-م الا الله	اعماله وافعاله وجعل تركيب الجسد يشبه -تركيب الافلاك بالكمية والكيفين جميعا لان الافلاك تسع طبقات والانسان مجموع من تسعة جواهر مماثلة ذ وهي العظام والمخ----- وفي المخ قوة العصب وفيها قوة التخيل والعروق وفيه قوة النبض وسريان الدم واللحم والجلد والشعر والظفر و-كل واحد منب- يزيد وينمي وبخلف عوضا عما يفي منه ما دامت الروح سارية فيه والقذ --والمادة متصل-ة به فكل قوة تعمل في كل عضو خلاف ما تعمل ق-وة اخري -ي عضو اخر ليكون به تماسك اجزاءه واستواء بقاءه وكذنك في كل فيت من الافلاك ملاءكة -لله سبحانه وجنود- لا يعلم عددهيم الا الله	724.0	53	152	300	300	4566239777682789909	-8634592473145302708	342	525	81.33333587646484	61	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
1073	1	190	0	1680	612	300	109	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms53	Kraken210622021802-ara1.inProgress.ms153	1680	1808	547	يسبحون -الليل والنهار و سک-----------ون ارجاء السموات واطباق الانلاك ويفعلون ما يءمرون و كل منهم في -مقام معلوم ولما كان الفلك مقسومة باني عشر برجا كذلك- في بنية الجسد اثني عشر تقبة مماثلة لها وهي العينان والاذنان والمنخ-ران والسبيلان والثديان والفم والسرة ولما كانت الابراج---- منها ستة جنوبية وستة ش-الية كذلك قسمت الثقوب ستة في الجانب الا-من وستة في الجانب الايسر -ماءلة لها بالكمية والكيفية جميعا ولما كان في الفلك سيع- كواكب سيارة بها تجري احكام الفلك في الكاءنات كذلك وجد في جسد الانسان سبع قوی فعالة بها يكون صلاح الجسد ولما كانت هذه للكواكب ذ-ات نفوس واجساد وافعال روحانية في النفوس كذلك جعل في جسد الانسان سبع قوی جسمانية	يسبحون بالليل والنهار لا يفترون ويمسكون ارحاء السماء- واطباق الاد--- ويفعلون ما يءمرون و-كل منهم في جمتام مصلوء ولما كان الفلك مقسوءا داءي عشر برجا كذللك في ب-ية الجسد اثنا عشر تتب- مماءلة لها وهي العينان والاننان والمنعغران والسبيلان والثديان والفم والسرة ولما كانت الابراج ستة منها---- جنوبية وستة شمالية كذلك قسمت تنثف-ب ستة في الجانب الايمن وستة في الجانب الايسر مماءلة -ها بالكمية والكيفية جميعا ولما كان في الفلك سبعة كواكب سيارة به- تجري احكام الفلك في الكاينات كذلك وجد في ------الحسم سبع قوي فعالة بها يكون صلاح الجسد ولما كانت هذه الكواكب ذوات تنوس واجساء وافعال روحانية في النفوس كذلك وجد في جسد الانسان سيع قوي جسمانية	946.5	53	153	300	300	4566239777682789909	4822061210702391673	441	631	86.68779754638672	71	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
